pdf_id,text_id,source_url
3fad0996-a2a8-4f57-b01d-90825fdbc284,b52f43be-1b69-4d21-86c5-b6b3abdb2089,https://www.justice.gov/media/1179096/dl?inline
ccf29435-a4a8-4b78-b911-59e3f71ca902,1c3303ff-fe37-4c56-8cbf-95cf014b7982,https://www.justice.gov/media/1173676/dl?inline
2e3cae54-17ea-43a4-9327-696ff7280050,c6e4d2e6-a89d-4e58-a26a-6426865984b8,https://www.justice.gov/media/1140031/dl?inline=
0e2cbd98-4aba-4c86-8da6-9be323e303b8,ec332a7f-684d-42c6-b8cf-28ba60d2562e,https://www.justice.gov/media/1144716/dl?inline
340600c4-c70b-43df-90b1-31e4e41bd924,3f77eb35-719b-4ce2-b5c4-e6abbc25671d,https://www.justice.gov/media/1090891/dl?inline=
aeccdb1f-aa0c-4dd4-b1de-d0e48a1e068e,786eba9c-3862-4bad-b596-c9fc357ffd15,https://www.justice.gov/media/1071236/dl?inline=
d31a4ad7-9bda-42ff-a48e-62a0c25b4661,4cbdc954-3531-4411-b4ba-2ee29463cc26,https://www.justice.gov/media/1073041/dl?inline
90ec7929-8f1a-48a5-810f-575854672f81,64e67981-8e1d-43ce-9980-1701e01dff0f,https://www.justice.gov/media/997656/dl?inline=
e011eda3-45ff-4deb-b27e-5c1ce1424d79,8781d78d-c002-4cc7-a23f-38bcbaaad65e,https://www.justice.gov/media/1068261/dl?inline=
8086daf8-9eb7-4307-8beb-0b822283fa20,d7e3a9cb-5dcf-433f-943f-98c1050a512e,https://www.justice.gov/media/1068766/dl?inline=
0b6cf9b6-f734-440d-bb53-e5bc7e080239,7e4eaa57-2b6e-4e80-8f24-b4800a750f97,https://www.justice.gov/media/1090686/dl?inline
bed60fa3-8452-4bd9-a3ee-806e979b8fc7,37af0442-7dc4-4914-b8e7-0c7f2c63797d,https://www.justice.gov/media/961661/dl?inline
d6de3d9d-e444-44f5-bd57-fcc59cf73058,e668d41f-1fbe-49ee-b251-8bde24792d7f,https://www.justice.gov/sites/default/files/crt/legacy/2013/11/19/perez_intervention.pdf
5c841da5-de3d-40ea-88f5-79f1f9a1bb37,3dd160ff-7547-4f5e-ae7c-c6991c811119,https://www.justice.gov/media/1014291/dl?inline
92385464-cd33-47d3-add8-fb1d92fce9d1,615adee2-81dd-4ded-9bf1-c36ed18be2a8,https://www.justice.gov/sites/default/files/crt/legacy/2010/12/15/lakepark_cd.pdf
d853766b-689d-4edc-8dec-58363713006e,da917ce3-0f3c-4b61-9e2f-34471a8494da,https://www.justice.gov/sites/default/files/crt/legacy/2010/12/15/georgetown_comp.pdf
